"2 theta, degree"	Intensity
50.5344	27531.4371
50.5514	27829.3887
50.5684	27906.6887
50.5854	27564.7033
50.6024	26398.2774
50.6194	25253.0811
50.6364	24403.1588
50.6534	23802.3442
50.6704	23366.1446
50.6874	23062.6583
50.7044	22753.2254
50.7214	22688.6607
50.7384	22706.0947
50.7554	22872.0431
50.7724	23781.5912
50.7894	24785.9214
50.8064	25058.1275
50.8234	24905.8774
50.8404	24622.9316
50.8574	24157.7892
50.8744	23908.0982
50.8914	23799.6385
50.9084	24038.4157
50.9254	24580.7802
50.9424	25442.4049
50.9594	25741.8816
50.9764	25976.6069
50.9934	25843.3203
51.0104	25673.8697
51.0274	25400.7425
51.0444	25664.3931
51.0614	27163.091
51.0784	29415.9896
51.0954	30873.5106
51.1124	30783.3623
51.1294	29590.6801
51.1464	28311.6605
51.1634	26974.6335
51.1804	27151.2546
51.1974	27769.2818
51.2144	27426.5307
51.2314	27018.8782
51.2484	26051.6827
51.2654	25504.6832
51.2824	24676.8144
51.2994	24428.3317
51.3164	24179.783
51.3334	24586.2005
51.3504	24435.3802
51.3674	24354.918
51.3844	24292.817
51.4014	25038.0044
51.4184	26181.8371
51.4354	27949.014
51.4524	30455.088
51.4694	33461.8218
51.4864	35898.1365
51.5034	36908.3271
51.5204	35762.7062
51.5374	33183.9331
51.5544	32632.4866
51.5714	34434.85
51.5884	37285.1785
51.6054	40545.1634
51.6224	43107.9284
51.6394	44424.9155
51.6564	44126.7449
51.6734	42839.3899
51.6904	42369.8871
51.7074	42660.7497
51.7244	44263.2974
51.7414	46571.9334
51.7584	47983.5234
51.7754	47072.5194
51.7924	45186.9055
51.8094	42247.222
51.8264	38408.1108
51.8434	35908.0576
51.8604	34588.8052
51.8774	33782.6769
51.8944	32959.6053
51.9114	31369.2637
51.9284	29843.5712
51.9454	28090.1664
51.9624	26160.6926
51.9794	24525.1491
51.9964	23702.2043
52.0134	22771.8264
52.0304	21986.8543
52.0474	21668.8766
52.0644	21250.3958
52.0814	20688.5242
52.0984	20737.161
52.1154	20361.2852
52.1324	20532.8613
52.1494	20666.5696
52.1664	20457.9615
52.1834	20359.695
52.2004	20491.7012
52.2174	20128.5343
52.2344	20421.1691
52.2514	20391.7907
52.2684	20713.0574
52.2854	20593.4907
52.3024	20599.218
52.3194	20576.0223
52.3364	20857.6754
52.3534	20488.355
52.3704	20855.2944
52.3874	20701.098
52.4044	20726.8239
52.4214	20966.0239
52.4384	21129.0468
52.4554	21226.1311
52.4724	21391.37
52.4894	21439.1507
52.5064	21826.0735
